DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Location,TimeOfDayMagnitude,DepthRangeCount,EarthquakeSourceCount
1993/11/12 14:15:17.000,-14.200958000000,-141.676059000000,398.640000000000,6.760000000000,Mb,43,117.490000000000,670.880000000000,0.960100000000,NEI,352112496,"Asia/Jakarta, Sukabumi, ID","[{""time"":""00:00"",""magnitude"":5},{""time"":""04:00"",""magnitude"":2.57},{""time"":""08:00"",""magnitude"":3.94},{""time"":""12:00"",""magnitude"":5.16},{""time"":""16:00"",""magnitude"":3.01},{""time"":""20:00"",""magnitude"":2.93},{""time"":""24:00"",""magnitude"":4.29}]","[{""range"":""0-10"",""count"":3},{""range"":""11-20"",""count"":38},{""range"":""21-30"",""count"":49},{""range"":""31-40"",""count"":1},{""range"":""41+"",""count"":36}]","[{""name"":""USGS"",""value"":38},{""name"":""NEI"",""value"":37},{""name"":""CI"",""value"":21},{""name"":""Other"",""value"":4}]"
1994/12/21 19:24:11.000,31.740520000000,-26.598364000000,661.170000000000,6.540000000000,Mw,9,294.980000000000,540.890000000000,1.371100000000,AK,1692705408,"America/Toronto, Norfolk County, CA","[{""time"":""00:00"",""magnitude"":2.14},{""time"":""04:00"",""magnitude"":2.52},{""time"":""08:00"",""magnitude"":5.32},{""time"":""12:00"",""magnitude"":2.49},{""time"":""16:00"",""magnitude"":4.57},{""time"":""20:00"",""magnitude"":3.94},{""time"":""24:00"",""magnitude"":3.37}]","[{""range"":""0-10"",""count"":17},{""range"":""11-20"",""count"":37},{""range"":""21-30"",""count"":48},{""range"":""31-40"",""count"":37},{""range"":""41+"",""count"":45}]","[{""name"":""USGS"",""value"":26},{""name"":""NEI"",""value"":64},{""name"":""CI"",""value"":5},{""name"":""Other"",""value"":5}]"
1981/11/06 00:48:24.000,-82.823683000000,18.653361000000,657.420000000000,4.050000000000,Ms,78,318.700000000000,956.140000000000,1.463900000000,CI,1510609755,"Europe/Istanbul, Serinhisar, TR","[{""time"":""00:00"",""magnitude"":3.02},{""time"":""04:00"",""magnitude"":3.93},{""time"":""08:00"",""magnitude"":5.42},{""time"":""12:00"",""magnitude"":2.87},{""time"":""16:00"",""magnitude"":4.39},{""time"":""20:00"",""magnitude"":5.7},{""time"":""24:00"",""magnitude"":4.64}]","[{""range"":""0-10"",""count"":13},{""range"":""11-20"",""count"":23},{""range"":""21-30"",""count"":49},{""range"":""31-40"",""count"":24},{""range"":""41+"",""count"":6}]","[{""name"":""USGS"",""value"":33},{""name"":""NEI"",""value"":50},{""name"":""CI"",""value"":9},{""name"":""Other"",""value"":8}]"
2019/03/05 03:22:48.000,30.921427000000,-163.874937000000,561.370000000000,4.630000000000,Mb,34,341.870000000000,924.500000000000,0.971500000000,CI,1278583596,"Africa/Mogadishu, Baki, SO","[{""time"":""00:00"",""magnitude"":3.1},{""time"":""04:00"",""magnitude"":2.13},{""time"":""08:00"",""magnitude"":5.87},{""time"":""12:00"",""magnitude"":3.9},{""time"":""16:00"",""magnitude"":2.1},{""time"":""20:00"",""magnitude"":5.86},{""time"":""24:00"",""magnitude"":4.99}]","[{""range"":""0-10"",""count"":27},{""range"":""11-20"",""count"":29},{""range"":""21-30"",""count"":3},{""range"":""31-40"",""count"":36},{""range"":""41+"",""count"":6}]","[{""name"":""USGS"",""value"":28},{""name"":""NEI"",""value"":48},{""name"":""CI"",""value"":0},{""name"":""Other"",""value"":24}]"
1995/11/30 08:28:36.000,60.908418000000,-5.497106000000,487.530000000000,7.550000000000,Ms,51,267.330000000000,337.620000000000,1.124400000000,AK,1189289751,"Asia/Tokyo, Ueno-ebisumachi, JP","[{""time"":""00:00"",""magnitude"":3.79},{""time"":""04:00"",""magnitude"":4.71},{""time"":""08:00"",""magnitude"":5.05},{""time"":""12:00"",""magnitude"":5.18},{""time"":""16:00"",""magnitude"":5.12},{""time"":""20:00"",""magnitude"":3.24},{""time"":""24:00"",""magnitude"":5.3}]","[{""range"":""0-10"",""count"":28},{""range"":""11-20"",""count"":9},{""range"":""21-30"",""count"":23},{""range"":""31-40"",""count"":30},{""range"":""41+"",""count"":10}]","[{""name"":""USGS"",""value"":30},{""name"":""NEI"",""value"":2},{""name"":""CI"",""value"":23},{""name"":""Other"",""value"":45}]"
1975/02/12 19:13:04.000,-65.323857000000,165.787248000000,358.220000000000,8.870000000000,ML,60,258.620000000000,411.060000000000,0.438000000000,AK,181270489,"Asia/Manila, Masbate, PH","[{""time"":""00:00"",""magnitude"":5.03},{""time"":""04:00"",""magnitude"":5.45},{""time"":""08:00"",""magnitude"":2.01},{""time"":""12:00"",""magnitude"":4.14},{""time"":""16:00"",""magnitude"":5.36},{""time"":""20:00"",""magnitude"":3.99},{""time"":""24:00"",""magnitude"":4.32}]","[{""range"":""0-10"",""count"":25},{""range"":""11-20"",""count"":6},{""range"":""21-30"",""count"":31},{""range"":""31-40"",""count"":7},{""range"":""41+"",""count"":43}]","[{""name"":""USGS"",""value"":49},{""name"":""NEI"",""value"":21},{""name"":""CI"",""value"":27},{""name"":""Other"",""value"":3}]"
1995/08/14 06:16:55.000,29.976634000000,-74.810397000000,416.840000000000,7.720000000000,Mb,6,327.690000000000,854.760000000000,1.423200000000,NEI,40239110,"Asia/Shanghai, Meizhou, CN","[{""time"":""00:00"",""magnitude"":3.95},{""time"":""04:00"",""magnitude"":3.6},{""time"":""08:00"",""magnitude"":5.51},{""time"":""12:00"",""magnitude"":2.01},{""time"":""16:00"",""magnitude"":3.14},{""time"":""20:00"",""magnitude"":3.7},{""time"":""24:00"",""magnitude"":3.97}]","[{""range"":""0-10"",""count"":2},{""range"":""11-20"",""count"":12},{""range"":""21-30"",""count"":20},{""range"":""31-40"",""count"":48},{""range"":""41+"",""count"":33}]","[{""name"":""USGS"",""value"":3},{""name"":""NEI"",""value"":22},{""name"":""CI"",""value"":63},{""name"":""Other"",""value"":12}]"
1990/09/13 08:05:30.000,66.625654000000,-9.271729000000,74.910000000000,3.710000000000,Mw,17,173.480000000000,796.080000000000,0.295700000000,NEI,1679494467,"Asia/Jakarta, Jambi City, ID","[{""time"":""00:00"",""magnitude"":3.29},{""time"":""04:00"",""magnitude"":4.78},{""time"":""08:00"",""magnitude"":5.91},{""time"":""12:00"",""magnitude"":5.33},{""time"":""16:00"",""magnitude"":2.39},{""time"":""20:00"",""magnitude"":5.2},{""time"":""24:00"",""magnitude"":3.39}]","[{""range"":""0-10"",""count"":20},{""range"":""11-20"",""count"":2},{""range"":""21-30"",""count"":8},{""range"":""31-40"",""count"":44},{""range"":""41+"",""count"":39}]","[{""name"":""USGS"",""value"":3},{""name"":""NEI"",""value"":41},{""name"":""CI"",""value"":6},{""name"":""Other"",""value"":50}]"
1985/08/21 05:51:39.000,2.507847000000,-25.475386000000,534.530000000000,7.680000000000,Mb,28,291.390000000000,554.200000000000,0.216500000000,AK,1689302994,"Asia/Karachi, Sangla Hill, PK","[{""time"":""00:00"",""magnitude"":2.42},{""time"":""04:00"",""magnitude"":5.45},{""time"":""08:00"",""magnitude"":4.55},{""time"":""12:00"",""magnitude"":5.75},{""time"":""16:00"",""magnitude"":4.35},{""time"":""20:00"",""magnitude"":5.95},{""time"":""24:00"",""magnitude"":3.75}]","[{""range"":""0-10"",""count"":46},{""range"":""11-20"",""count"":46},{""range"":""21-30"",""count"":32},{""range"":""31-40"",""count"":24},{""range"":""41+"",""count"":46}]","[{""name"":""USGS"",""value"":8},{""name"":""NEI"",""value"":76},{""name"":""CI"",""value"":13},{""name"":""Other"",""value"":3}]"
1990/05/07 03:33:13.000,36.807630000000,-130.568922000000,210.310000000000,3.370000000000,Mw,17,111.740000000000,119.560000000000,1.370600000000,US,130036095,"Europe/Berlin, Reutlingen, DE","[{""time"":""00:00"",""magnitude"":4.76},{""time"":""04:00"",""magnitude"":5.98},{""time"":""08:00"",""magnitude"":2.31},{""time"":""12:00"",""magnitude"":3.45},{""time"":""16:00"",""magnitude"":4.62},{""time"":""20:00"",""magnitude"":3.3},{""time"":""24:00"",""magnitude"":2.62}]","[{""range"":""0-10"",""count"":26},{""range"":""11-20"",""count"":0},{""range"":""21-30"",""count"":35},{""range"":""31-40"",""count"":46},{""range"":""41+"",""count"":46}]","[{""name"":""USGS"",""value"":3},{""name"":""NEI"",""value"":31},{""name"":""CI"",""value"":30},{""name"":""Other"",""value"":36}]"
1976/04/12 02:19:25.000,49.946491000000,-110.822366000000,50.090000000000,3.540000000000,Mb,47,345.280000000000,92.370000000000,0.003000000000,AK,533178825,"Asia/Manila, Sorsogon, PH","[{""time"":""00:00"",""magnitude"":3.34},{""time"":""04:00"",""magnitude"":3.88},{""time"":""08:00"",""magnitude"":4.8},{""time"":""12:00"",""magnitude"":5.83},{""time"":""16:00"",""magnitude"":3.23},{""time"":""20:00"",""magnitude"":2.36},{""time"":""24:00"",""magnitude"":4.01}]","[{""range"":""0-10"",""count"":10},{""range"":""11-20"",""count"":33},{""range"":""21-30"",""count"":43},{""range"":""31-40"",""count"":12},{""range"":""41+"",""count"":35}]","[{""name"":""USGS"",""value"":36},{""name"":""NEI"",""value"":14},{""name"":""CI"",""value"":39},{""name"":""Other"",""value"":11}]"
1994/01/21 10:24:09.000,35.521048000000,138.464837000000,634.590000000000,6.360000000000,Mb,96,58.650000000000,242.000000000000,0.585100000000,US,256201668,"Europe/Moscow, Solntsevo, RU","[{""time"":""00:00"",""magnitude"":5.07},{""time"":""04:00"",""magnitude"":5.81},{""time"":""08:00"",""magnitude"":5.7},{""time"":""12:00"",""magnitude"":2.18},{""time"":""16:00"",""magnitude"":4.69},{""time"":""20:00"",""magnitude"":2.56},{""time"":""24:00"",""magnitude"":2.93}]","[{""range"":""0-10"",""count"":28},{""range"":""11-20"",""count"":3},{""range"":""21-30"",""count"":24},{""range"":""31-40"",""count"":8},{""range"":""41+"",""count"":10}]","[{""name"":""USGS"",""value"":7},{""name"":""NEI"",""value"":72},{""name"":""CI"",""value"":5},{""name"":""Other"",""value"":16}]"
1975/01/18 10:00:02.000,-46.197145000000,-57.489167000000,546.770000000000,3.320000000000,Mb,13,285.700000000000,496.300000000000,0.785600000000,NEI,341456138,"Asia/Kolkata, Sirsi, IN","[{""time"":""00:00"",""magnitude"":5.17},{""time"":""04:00"",""magnitude"":5.84},{""time"":""08:00"",""magnitude"":3.54},{""time"":""12:00"",""magnitude"":5.74},{""time"":""16:00"",""magnitude"":3.9},{""time"":""20:00"",""magnitude"":4.86},{""time"":""24:00"",""magnitude"":2.45}]","[{""range"":""0-10"",""count"":7},{""range"":""11-20"",""count"":8},{""range"":""21-30"",""count"":9},{""range"":""31-40"",""count"":21},{""range"":""41+"",""count"":16}]","[{""name"":""USGS"",""value"":42},{""name"":""NEI"",""value"":57},{""name"":""CI"",""value"":0},{""name"":""Other"",""value"":1}]"
1978/04/18 23:57:23.000,16.428675000000,0.776930000000,26.700000000000,4.040000000000,Ms,37,26.960000000000,186.930000000000,0.651700000000,US,1630870006,"Europe/London, Belper, GB","[{""time"":""00:00"",""magnitude"":3.15},{""time"":""04:00"",""magnitude"":2.73},{""time"":""08:00"",""magnitude"":2.3},{""time"":""12:00"",""magnitude"":5.78},{""time"":""16:00"",""magnitude"":3.09},{""time"":""20:00"",""magnitude"":5.7},{""time"":""24:00"",""magnitude"":3.62}]","[{""range"":""0-10"",""count"":18},{""range"":""11-20"",""count"":4},{""range"":""21-30"",""count"":8},{""range"":""31-40"",""count"":25},{""range"":""41+"",""count"":30}]","[{""name"":""USGS"",""value"":35},{""name"":""NEI"",""value"":5},{""name"":""CI"",""value"":49},{""name"":""Other"",""value"":11}]"
2002/06/18 08:28:26.000,74.334493000000,45.642326000000,512.530000000000,3.110000000000,Mw,16,221.130000000000,390.710000000000,1.029500000000,CI,833828347,"Africa/Algiers, Frenda, DZ","[{""time"":""00:00"",""magnitude"":5.09},{""time"":""04:00"",""magnitude"":2.5},{""time"":""08:00"",""magnitude"":5.96},{""time"":""12:00"",""magnitude"":2.38},{""time"":""16:00"",""magnitude"":2.31},{""time"":""20:00"",""magnitude"":5.22},{""time"":""24:00"",""magnitude"":5.14}]","[{""range"":""0-10"",""count"":38},{""range"":""11-20"",""count"":40},{""range"":""21-30"",""count"":5},{""range"":""31-40"",""count"":21},{""range"":""41+"",""count"":31}]","[{""name"":""USGS"",""value"":20},{""name"":""NEI"",""value"":59},{""name"":""CI"",""value"":4},{""name"":""Other"",""value"":17}]"
2022/12/03 20:13:53.000,15.081199000000,78.107330000000,409.550000000000,4.460000000000,ML,39,99.570000000000,704.480000000000,1.414100000000,US,44493968,"America/Los_Angeles, Indio, US","[{""time"":""00:00"",""magnitude"":2.27},{""time"":""04:00"",""magnitude"":2.29},{""time"":""08:00"",""magnitude"":4.67},{""time"":""12:00"",""magnitude"":2.51},{""time"":""16:00"",""magnitude"":4.98},{""time"":""20:00"",""magnitude"":3.06},{""time"":""24:00"",""magnitude"":3.19}]","[{""range"":""0-10"",""count"":6},{""range"":""11-20"",""count"":16},{""range"":""21-30"",""count"":20},{""range"":""31-40"",""count"":44},{""range"":""41+"",""count"":20}]","[{""name"":""USGS"",""value"":8},{""name"":""NEI"",""value"":61},{""name"":""CI"",""value"":16},{""name"":""Other"",""value"":15}]"
1982/09/04 04:17:40.000,-66.562136000000,44.013037000000,357.240000000000,3.250000000000,Mb,54,347.010000000000,852.720000000000,1.497400000000,AK,787881240,"Europe/Stockholm, Hudiksvall, SE","[{""time"":""00:00"",""magnitude"":2.73},{""time"":""04:00"",""magnitude"":5.8},{""time"":""08:00"",""magnitude"":4.87},{""time"":""12:00"",""magnitude"":5.29},{""time"":""16:00"",""magnitude"":4.25},{""time"":""20:00"",""magnitude"":2.69},{""time"":""24:00"",""magnitude"":4.72}]","[{""range"":""0-10"",""count"":42},{""range"":""11-20"",""count"":25},{""range"":""21-30"",""count"":26},{""range"":""31-40"",""count"":40},{""range"":""41+"",""count"":38}]","[{""name"":""USGS"",""value"":42},{""name"":""NEI"",""value"":52},{""name"":""CI"",""value"":5},{""name"":""Other"",""value"":1}]"
1982/02/27 08:37:39.000,49.045038000000,123.839379000000,522.860000000000,3.330000000000,Mw,5,251.460000000000,577.710000000000,0.243000000000,NEI,507878936,"Asia/Kolkata, Osmanabad, IN","[{""time"":""00:00"",""magnitude"":4.52},{""time"":""04:00"",""magnitude"":2.18},{""time"":""08:00"",""magnitude"":3.65},{""time"":""12:00"",""magnitude"":3.24},{""time"":""16:00"",""magnitude"":2.28},{""time"":""20:00"",""magnitude"":5.07},{""time"":""24:00"",""magnitude"":3.97}]","[{""range"":""0-10"",""count"":14},{""range"":""11-20"",""count"":39},{""range"":""21-30"",""count"":19},{""range"":""31-40"",""count"":9},{""range"":""41+"",""count"":8}]","[{""name"":""USGS"",""value"":20},{""name"":""NEI"",""value"":28},{""name"":""CI"",""value"":46},{""name"":""Other"",""value"":6}]"
1988/05/21 22:57:37.000,-84.042491000000,161.341796000000,505.950000000000,3.280000000000,Mw,38,125.670000000000,938.030000000000,0.589500000000,AK,992642101,"Pacific/Auckland, Timaru, NZ","[{""time"":""00:00"",""magnitude"":2.7},{""time"":""04:00"",""magnitude"":3.1},{""time"":""08:00"",""magnitude"":4.91},{""time"":""12:00"",""magnitude"":5.75},{""time"":""16:00"",""magnitude"":2.18},{""time"":""20:00"",""magnitude"":4.86},{""time"":""24:00"",""magnitude"":2.24}]","[{""range"":""0-10"",""count"":18},{""range"":""11-20"",""count"":44},{""range"":""21-30"",""count"":23},{""range"":""31-40"",""count"":38},{""range"":""41+"",""count"":18}]","[{""name"":""USGS"",""value"":36},{""name"":""NEI"",""value"":33},{""name"":""CI"",""value"":19},{""name"":""Other"",""value"":12}]"
1988/05/01 06:30:17.000,40.844837000000,-163.985865000000,380.800000000000,4.220000000000,Mw,33,134.510000000000,999.190000000000,0.778500000000,US,1687492248,"Asia/Almaty, Zaysan, KZ","[{""time"":""00:00"",""magnitude"":3.12},{""time"":""04:00"",""magnitude"":3.44},{""time"":""08:00"",""magnitude"":3.69},{""time"":""12:00"",""magnitude"":3.33},{""time"":""16:00"",""magnitude"":3.45},{""time"":""20:00"",""magnitude"":3.58},{""time"":""24:00"",""magnitude"":4.72}]","[{""range"":""0-10"",""count"":32},{""range"":""11-20"",""count"":7},{""range"":""21-30"",""count"":36},{""range"":""31-40"",""count"":45},{""range"":""41+"",""count"":24}]","[{""name"":""USGS"",""value"":15},{""name"":""NEI"",""value"":0},{""name"":""CI"",""value"":55},{""name"":""Other"",""value"":30}]"
2011/12/03 14:59:53.000,39.964901000000,-10.943620000000,521.050000000000,3.430000000000,ML,79,254.010000000000,520.570000000000,1.085200000000,NEI,227588787,"America/Lima, Chosica, PE","[{""time"":""00:00"",""magnitude"":5.43},{""time"":""04:00"",""magnitude"":3.79},{""time"":""08:00"",""magnitude"":2.6},{""time"":""12:00"",""magnitude"":5.16},{""time"":""16:00"",""magnitude"":4.77},{""time"":""20:00"",""magnitude"":5.31},{""time"":""24:00"",""magnitude"":2.12}]","[{""range"":""0-10"",""count"":17},{""range"":""11-20"",""count"":45},{""range"":""21-30"",""count"":2},{""range"":""31-40"",""count"":20},{""range"":""41+"",""count"":10}]","[{""name"":""USGS"",""value"":32},{""name"":""NEI"",""value"":14},{""name"":""CI"",""value"":30},{""name"":""Other"",""value"":24}]"
1987/08/20 05:35:06.000,-80.087593000000,-179.922986000000,219.670000000000,9.210000000000,Mb,83,144.890000000000,546.890000000000,0.917200000000,CI,1585209915,"America/New_York, Scotch Plains, US","[{""time"":""00:00"",""magnitude"":5.26},{""time"":""04:00"",""magnitude"":3.45},{""time"":""08:00"",""magnitude"":2.79},{""time"":""12:00"",""magnitude"":2.03},{""time"":""16:00"",""magnitude"":2.8},{""time"":""20:00"",""magnitude"":2.36},{""time"":""24:00"",""magnitude"":2.17}]","[{""range"":""0-10"",""count"":21},{""range"":""11-20"",""count"":20},{""range"":""21-30"",""count"":34},{""range"":""31-40"",""count"":42},{""range"":""41+"",""count"":36}]","[{""name"":""USGS"",""value"":6},{""name"":""NEI"",""value"":16},{""name"":""CI"",""value"":16},{""name"":""Other"",""value"":62}]"
2014/02/09 03:01:55.000,36.303549000000,0.718025000000,62.860000000000,7.920000000000,Ms,70,298.160000000000,89.940000000000,0.862500000000,CI,239534037,"Europe/Brussels, Lille, BE","[{""time"":""00:00"",""magnitude"":5.34},{""time"":""04:00"",""magnitude"":4.49},{""time"":""08:00"",""magnitude"":4.92},{""time"":""12:00"",""magnitude"":3.19},{""time"":""16:00"",""magnitude"":4.54},{""time"":""20:00"",""magnitude"":5.59},{""time"":""24:00"",""magnitude"":5.47}]","[{""range"":""0-10"",""count"":28},{""range"":""11-20"",""count"":49},{""range"":""21-30"",""count"":20},{""range"":""31-40"",""count"":41},{""range"":""41+"",""count"":25}]","[{""name"":""USGS"",""value"":30},{""name"":""NEI"",""value"":3},{""name"":""CI"",""value"":46},{""name"":""Other"",""value"":21}]"
